ensembl_gene_id	Gene	log2FC	padj	gene_biotype
ENSG00000135828	RNASEL	-5.00e-02	 9.40e-01	protein_coding
ENSG00000169696	ASPSCR1	 2.94e-01	 1.29e-01	protein_coding
ENSG00000143333	RGS16	 3.08e-02	 9.39e-01	protein_coding
ENSG00000120868	APAF1	-8.44e-01	 1.37e-02	protein_coding
ENSG00000261008	LINC01572	-3.71e-01	 4.16e-01	lncRNA
ENSG00000136003	ISCU	 4.77e-02	 9.04e-01	protein_coding
ENSG00000231419	LINC00689	 1.44e-01	 5.69e-01	lncRNA
ENSG00000170633	RNF34	 3.09e-01	 3.34e-01	protein_coding
ENSG00000173272	MZT2A	-2.90e-01	 1.39e-01	protein_coding
ENSG00000167548	KMT2D	-2.95e-01	 2.52e-01	protein_coding
ENSG00000181418	DDN	 3.07e-01	 4.78e-01	protein_coding
ENSG00000261504	LINC01686	-3.13e-01	 3.74e-01	lncRNA
ENSG00000259768	AC004943.2	-2.61e-01	 5.89e-01	lncRNA
ENSG00000140836	ZFHX3	 5.51e-01	 3.02e-02	protein_coding
ENSG00000089094	KDM2B	-9.56e-02	 7.57e-01	protein_coding
ENSG00000163479	SSR2	 5.45e-02	 8.01e-01	protein_coding
ENSG00000110876	SELPLG	 1.30e-01	 8.29e-01	protein_coding
ENSG00000157600	TMEM164	 6.02e-02	 8.92e-01	protein_coding
ENSG00000066248	NGEF	 3.64e-01	 2.44e-01	protein_coding
ENSG00000090621	PABPC4	-1.53e-01	 5.82e-01	protein_coding
ENSG00000115252	PDE1A	-5.13e-01	 1.36e-01	protein_coding
ENSG00000123843	C4BPB	-2.05e-01	 6.96e-01	protein_coding
ENSG00000008710	PKD1	-5.25e-01	 1.87e-02	protein_coding
ENSG00000116584	ARHGEF2	 2.50e-01	 2.70e-01	protein_coding
ENSG00000112787	FBRSL1	 1.94e-01	 6.51e-01	protein_coding
ENSG00000123838	C4BPA	 4.32e-01	 9.22e-02	protein_coding
ENSG00000269713	NBPF9	-5.06e-01	 1.25e-02	protein_coding
ENSG00000128578	STRIP2	-1.52e-01	 7.87e-01	protein_coding
ENSG00000111605	CPSF6	 1.30e-01	 5.99e-01	protein_coding
ENSG00000152117	AC073869.1	-5.00e-02	 9.21e-01	transcribed_processed_pseudogene
ENSG00000110880	CORO1C	 2.87e-01	 1.80e-01	protein_coding
ENSG00000072163	LIMS2	 8.69e-02	 8.77e-01	protein_coding
ENSG00000165288	BRWD3	-6.85e-01	 2.42e-02	protein_coding
ENSG00000185842	DNAH14	-2.43e-01	 6.30e-01	protein_coding
ENSG00000273329	AC078846.1	 2.15e-01	 6.12e-01	lncRNA
ENSG00000135829	DHX9	-1.33e-01	 7.34e-01	protein_coding
ENSG00000274265	AC245297.3	-1.23e-01	 8.41e-01	lncRNA
ENSG00000075945	KIFAP3	-1.49e-01	 7.44e-01	protein_coding
ENSG00000084112	SSH1	-1.85e-01	 6.21e-01	protein_coding
ENSG00000120370	GORAB	 5.77e-02	 9.27e-01	protein_coding
ENSG00000271383	NBPF19	-3.63e-01	 1.37e-01	protein_coding
ENSG00000286185	AC242842.3	-5.16e-01	 1.97e-01	protein_coding
ENSG00000196352	CD55	-5.76e-02	 8.53e-01	protein_coding
ENSG00000106459	NRF1	 1.87e-01	 5.59e-01	protein_coding
ENSG00000017260	ATP2C1	 2.69e-01	 3.61e-01	protein_coding
ENSG00000276045	ORAI1	 7.56e-02	 8.76e-01	protein_coding
ENSG00000166188	ZNF319	 1.15e-01	 7.84e-01	protein_coding
ENSG00000034533	ASTE1	-2.05e-01	 7.07e-01	protein_coding
ENSG00000135862	LAMC1	 6.95e-01	 4.02e-06	protein_coding
ENSG00000103005	USB1	 3.48e-01	 1.46e-01	protein_coding
ENSG00000162971	TYW5	-1.30e-01	 8.28e-01	protein_coding
ENSG00000126773	PCNX4	-3.00e-01	 5.11e-01	protein_coding
ENSG00000246082	NUDT16P1	-7.32e-02	 9.10e-01	transcribed_unitary_pseudogene
ENSG00000162972	MAIP1	 6.32e-02	 9.10e-01	protein_coding
ENSG00000100612	DHRS7	-7.98e-02	 8.56e-01	protein_coding
ENSG00000135924	DNAJB2	 2.34e-02	 9.53e-01	protein_coding
ENSG00000169446	MMGT1	 2.02e-02	 9.74e-01	protein_coding
ENSG00000130414	NDUFA10	 1.44e-01	 4.93e-01	protein_coding
ENSG00000151233	GXYLT1	-5.69e-01	 1.54e-01	protein_coding
ENSG00000213853	EMP2	 1.60e-01	 5.81e-01	protein_coding
ENSG00000143815	LBR	-1.56e-01	 7.18e-01	protein_coding
ENSG00000198689	SLC9A6	-5.08e-02	 9.40e-01	protein_coding
ENSG00000234476	AC092811.1	-5.60e-02	 9.19e-01	lncRNA
ENSG00000146826	C7orf43	-2.14e-01	 6.29e-01	protein_coding
ENSG00000212694	LINC01089	-1.51e-01	 7.16e-01	lncRNA
ENSG00000172428	COPS9	-4.29e-01	 4.84e-02	protein_coding
ENSG00000077380	DYNC1I2	-2.91e-01	 5.03e-01	protein_coding
ENSG00000162496	DHRS3	-7.13e-02	 8.05e-01	protein_coding
ENSG00000188735	TMEM120B	 4.22e-01	 4.00e-02	protein_coding
ENSG00000139725	RHOF	 3.27e-01	 2.90e-02	protein_coding
ENSG00000188186	LAMTOR4	-4.19e-01	 7.57e-02	protein_coding
ENSG00000274292	AC084018.2	-2.27e-01	 6.47e-01	lncRNA
ENSG00000154380	ENAH	 2.59e-01	 4.51e-01	protein_coding
ENSG00000063660	GPC1	 2.12e-01	 4.72e-01	protein_coding
ENSG00000133315	MACROD1	-4.97e-02	 8.74e-01	protein_coding
ENSG00000167770	OTUB1	 2.83e-01	 1.00e-01	protein_coding
ENSG00000143742	SRP9	-7.89e-02	 8.89e-01	protein_coding
ENSG00000214870	AC004540.1	-2.49e-02	 9.70e-01	lncRNA
ENSG00000116991	SIPA1L2	-1.84e-01	 6.53e-01	protein_coding
ENSG00000176340	COX8A	 1.74e-02	 9.56e-01	protein_coding
ENSG00000116117	PARD3B	-1.10e-01	 8.53e-01	protein_coding
ENSG00000177084	POLE	 1.94e-02	 9.63e-01	protein_coding
ENSG00000114988	LMAN2L	-1.14e-01	 7.14e-01	protein_coding
ENSG00000271425	NBPF10	-5.41e-01	 1.12e-01	protein_coding
ENSG00000074201	CLNS1A	-1.04e-01	 7.08e-01	protein_coding
ENSG00000135778	NTPCR	-4.11e-02	 8.97e-01	protein_coding
ENSG00000109189	USP46	 1.03e-02	 9.86e-01	protein_coding
ENSG00000105819	PMPCB	-1.47e-01	 6.10e-01	protein_coding
ENSG00000264343	NOTCH2NLA	-2.14e-02	 9.57e-01	protein_coding
ENSG00000135749	PCNX2	-3.77e-01	 2.42e-01	protein_coding
ENSG00000135093	USP30	 3.72e-01	 2.46e-01	protein_coding
ENSG00000128609	NDUFA5	 1.93e-03	 9.97e-01	protein_coding
ENSG00000131171	SH3BGRL	 3.21e-01	 3.25e-01	protein_coding
ENSG00000226950	DANCR	-1.29e-01	 5.92e-01	lncRNA
ENSG00000143819	EPHX1	 5.86e-02	 8.56e-01	protein_coding
ENSG00000132613	MTSS1L	 5.03e-01	 1.33e-02	protein_coding
ENSG00000279569	AC020763.4	 5.25e-01	 1.98e-01	TEC
ENSG00000164022	AIMP1	-3.34e-01	 4.67e-01	protein_coding
ENSG00000161057	PSMC2	 2.50e-02	 9.63e-01	protein_coding
ENSG00000271121	NUDT4P2	 3.46e-02	 9.58e-01	processed_pseudogene
ENSG00000015153	YAF2	-1.23e-02	 9.83e-01	protein_coding
ENSG00000010818	HIVEP2	-9.68e-01	 9.11e-04	protein_coding
ENSG00000127337	YEATS4	-1.40e-02	 9.80e-01	protein_coding
ENSG00000125122	LRRC29	-2.85e-03	 9.96e-01	transcribed_unitary_pseudogene
ENSG00000196187	TMEM63A	 4.41e-02	 8.97e-01	protein_coding
ENSG00000116698	SMG7	 2.86e-01	 1.71e-01	protein_coding
ENSG00000142327	RNPEPL1	 1.27e-01	 6.72e-01	protein_coding
ENSG00000158158	CNNM4	 1.90e-01	 5.64e-01	protein_coding
ENSG00000077232	DNAJC10	-2.23e-01	 6.66e-01	protein_coding
ENSG00000102996	MMP15	 1.54e-01	 6.05e-01	protein_coding
ENSG00000101935	AMMECR1	-1.14e-02	 9.85e-01	protein_coding
ENSG00000145348	TBCK	-1.65e-01	 7.74e-01	protein_coding
ENSG00000103043	VAC14	 3.13e-01	 8.31e-02	protein_coding
ENSG00000168701	TMEM208	-1.85e-01	 5.43e-01	protein_coding
ENSG00000139718	SETD1B	 1.78e-01	 5.32e-01	protein_coding
ENSG00000184178	SCFD2	 1.95e-01	 5.84e-01	protein_coding
ENSG00000106299	WASL	 2.67e-02	 9.62e-01	protein_coding
ENSG00000168918	INPP5D	-3.84e-01	 2.85e-01	protein_coding
ENSG00000272686	AC006333.2	 1.18e-01	 8.30e-01	lncRNA
ENSG00000103197	TSC2	 1.43e-01	 6.07e-01	protein_coding
ENSG00000135968	GCC2	-4.82e-01	 2.49e-01	protein_coding
ENSG00000233937	AC008443.1	 7.29e-02	 8.87e-01	lncRNA
ENSG00000176915	ANKLE2	-1.25e-01	 5.40e-01	protein_coding
ENSG00000248275	TRIM52-AS1	 7.61e-02	 8.98e-01	lncRNA
ENSG00000232860	SMG7-AS1	-1.71e-01	 7.66e-01	lncRNA
ENSG00000196141	SPATS2L	 9.83e-02	 7.97e-01	protein_coding
ENSG00000189046	ALKBH2	 2.03e-01	 4.19e-01	protein_coding
ENSG00000173349	SFT2D3	-1.44e-01	 7.07e-01	protein_coding
ENSG00000160803	UBQLN4	-5.51e-02	 8.58e-01	protein_coding
ENSG00000176894	PXMP2	-2.08e-01	 4.72e-01	protein_coding
ENSG00000204628	RACK1	 3.58e-01	 8.84e-03	protein_coding
ENSG00000116586	LAMTOR2	-1.26e-01	 6.28e-01	protein_coding
ENSG00000144504	ANKMY1	 1.69e-01	 6.69e-01	protein_coding
ENSG00000247077	PGAM5	 1.80e-01	 5.03e-01	protein_coding
ENSG00000254726	MEX3A	-5.11e-02	 9.35e-01	protein_coding
ENSG00000136709	WDR33	-3.57e-01	 1.61e-01	protein_coding
ENSG00000076248	UNG	 2.63e-01	 9.32e-02	protein_coding
ENSG00000143811	PYCR2	 1.58e-01	 4.58e-01	protein_coding
ENSG00000188542	DUSP28	 6.74e-02	 9.08e-01	protein_coding
ENSG00000115840	SLC25A12	 6.77e-02	 8.76e-01	protein_coding
ENSG00000260942	CAPN10-DT	-6.18e-01	 6.96e-02	lncRNA
ENSG00000135740	SLC9A5	 5.81e-02	 9.29e-01	protein_coding
ENSG00000143674	MAP3K21	-2.60e-01	 4.93e-01	protein_coding
ENSG00000128708	HAT1	-5.97e-01	 6.11e-02	protein_coding
ENSG00000135750	KCNK1	 2.88e-01	 4.10e-01	protein_coding
ENSG00000143751	SDE2	 1.83e-01	 6.88e-01	protein_coding
ENSG00000135723	FHOD1	 2.72e-01	 2.19e-01	protein_coding
ENSG00000183718	TRIM52	-4.64e-01	 2.67e-01	protein_coding
ENSG00000172878	METAP1D	-1.51e-01	 7.94e-01	protein_coding
ENSG00000158104	HPD	 1.82e-01	 3.66e-01	protein_coding
ENSG00000197951	ZNF71	 9.12e-02	 8.74e-01	protein_coding
ENSG00000168275	COA6	 7.21e-02	 8.91e-01	protein_coding
ENSG00000085978	ATG16L1	-2.58e-01	 4.02e-01	protein_coding
ENSG00000076555	ACACB	 2.85e-01	 4.58e-01	protein_coding
ENSG00000167550	RHEBL1	-1.32e-01	 7.33e-01	protein_coding
ENSG00000158023	WDR66	 1.51e-01	 7.87e-01	protein_coding
ENSG00000196961	AP2A1	 5.03e-01	 6.27e-04	protein_coding
ENSG00000116455	WDR77	 2.20e-02	 9.46e-01	protein_coding
ENSG00000110801	PSMD9	 2.09e-01	 3.07e-01	protein_coding
ENSG00000116459	ATP5PB	-5.54e-02	 8.70e-01	protein_coding
ENSG00000166226	CCT2	-9.87e-02	 8.75e-01	protein_coding
ENSG00000142330	CAPN10	 2.57e-01	 3.68e-01	protein_coding
ENSG00000239883	PARGP1	-3.65e-01	 4.22e-01	transcribed_unprocessed_pseudogene
ENSG00000158006	PAFAH2	 3.24e-02	 9.50e-01	protein_coding
ENSG00000119801	YPEL5	 2.05e-01	 5.62e-01	protein_coding
ENSG00000061676	NCKAP1	-7.24e-01	 7.36e-03	protein_coding
ENSG00000110987	BCL7A	 3.45e-01	 2.39e-01	protein_coding
ENSG00000256546	AC156455.1	-2.27e-01	 5.35e-01	lncRNA
ENSG00000059588	TARBP1	-3.44e-01	 2.48e-01	protein_coding
ENSG00000168264	IRF2BP2	 3.44e-01	 5.56e-02	protein_coding
ENSG00000169756	LIMS1	 1.82e-01	 7.34e-01	protein_coding
ENSG00000005020	SKAP2	-9.49e-02	 8.78e-01	protein_coding
ENSG00000160789	LMNA	 7.03e-01	 9.90e-08	protein_coding
ENSG00000145216	FIP1L1	 8.10e-02	 8.48e-01	protein_coding
ENSG00000238005	AL391832.2	-3.87e-01	 3.90e-01	lncRNA
ENSG00000270149	AL591806.3	 1.18e-01	 8.43e-01	protein_coding
ENSG00000280587	LINC01348	-5.78e-01	 1.48e-03	lncRNA
ENSG00000173726	TOMM20	-1.77e-01	 4.29e-01	protein_coding
ENSG00000103274	NUBP1	 4.97e-02	 8.82e-01	protein_coding
ENSG00000158769	F11R	-2.14e-01	 4.21e-01	protein_coding
ENSG00000268043	NBPF12	-1.80e-01	 6.97e-01	protein_coding
ENSG00000123992	DNPEP	 2.34e-01	 3.66e-01	protein_coding
ENSG00000156269	NAA11	 2.06e-01	 4.94e-01	protein_coding
ENSG00000170775	GPR37	 1.52e-01	 6.47e-01	protein_coding
ENSG00000163002	NUP35	-1.41e-01	 7.91e-01	protein_coding
ENSG00000163909	HEYL	 9.68e-02	 8.76e-01	protein_coding
ENSG00000109220	CHIC2	-1.72e-01	 7.57e-01	protein_coding
ENSG00000100614	PPM1A	 1.52e-01	 7.39e-01	protein_coding
ENSG00000173237	C11orf86	 1.93e-01	 4.60e-01	protein_coding
ENSG00000070761	CFAP20	-6.40e-02	 8.55e-01	protein_coding
ENSG00000048649	RSF1	-3.27e-01	 4.55e-01	protein_coding
ENSG00000167861	HID1	-9.41e-02	 8.78e-01	protein_coding
ENSG00000175727	MLXIP	-2.52e-01	 1.80e-01	protein_coding
ENSG00000153201	RANBP2	-5.86e-02	 9.23e-01	protein_coding
ENSG00000163041	H3F3A	 1.77e-01	 5.29e-01	protein_coding
ENSG00000173227	SYT12	 3.85e-01	 2.31e-02	protein_coding
ENSG00000094914	AAAS	 4.60e-01	 3.57e-03	protein_coding
ENSG00000168763	CNNM3	 2.08e-01	 4.70e-01	protein_coding
ENSG00000146416	AIG1	 3.69e-02	 9.36e-01	protein_coding
ENSG00000169683	LRRC45	 9.56e-03	 9.79e-01	protein_coding
ENSG00000213337	ANKRD39	 5.05e-02	 9.03e-01	protein_coding
ENSG00000064703	DDX20	-2.65e-01	 5.07e-01	protein_coding
ENSG00000188739	RBM34	-5.73e-02	 9.26e-01	protein_coding
ENSG00000169689	CENPX	-1.41e-02	 9.67e-01	protein_coding
ENSG00000197852	INKA2	-2.72e-01	 5.36e-01	protein_coding
ENSG00000054267	ARID4B	-2.99e-01	 5.32e-01	protein_coding
ENSG00000139445	FOXN4	-9.12e-02	 8.85e-01	protein_coding
ENSG00000162704	ARPC5	 1.83e-01	 5.59e-01	protein_coding
ENSG00000184047	DIABLO	 5.43e-02	 8.65e-01	protein_coding
ENSG00000213420	GPC2	-1.67e-01	 7.72e-01	protein_coding
ENSG00000116473	RAP1A	-1.52e-02	 9.78e-01	protein_coding
ENSG00000072609	CHFR	-9.04e-02	 8.87e-01	protein_coding
ENSG00000158773	USF1	 2.68e-02	 9.39e-01	protein_coding
ENSG00000144231	POLR2D	 3.68e-01	 4.45e-02	protein_coding
ENSG00000144233	AMMECR1L	 1.20e-01	 7.45e-01	protein_coding
ENSG00000148688	RPP30	-1.21e-01	 8.10e-01	protein_coding
ENSG00000070770	CSNK2A2	 3.26e-01	 1.08e-01	protein_coding
ENSG00000110906	KCTD10	 1.03e-01	 7.03e-01	protein_coding
ENSG00000162885	B3GALNT2	-3.62e-01	 2.55e-01	protein_coding
ENSG00000284934	DIABLO	-6.05e-01	 1.15e-01	protein_coding
ENSG00000168439	STIP1	 3.00e-01	 7.27e-02	protein_coding
ENSG00000139636	LMBR1L	-1.92e-01	 6.01e-01	protein_coding
ENSG00000256861	AC048338.1	-1.99e-01	 7.17e-01	protein_coding
ENSG00000117523	PRRC2C	-2.24e-01	 4.38e-01	protein_coding
ENSG00000265354	TIMM23	 4.11e-03	 9.90e-01	protein_coding
ENSG00000233429	HOTAIRM1	-5.31e-02	 9.31e-01	lncRNA
ENSG00000114933	INO80D	-2.63e-01	 5.83e-01	protein_coding
ENSG00000112531	QKI	-3.28e-01	 4.01e-01	protein_coding
ENSG00000139719	VPS33A	 1.38e-01	 7.20e-01	protein_coding
ENSG00000227946	AC007383.2	-5.76e-02	 9.31e-01	lncRNA
ENSG00000176383	B3GNT4	 7.75e-02	 8.98e-01	protein_coding
ENSG00000152904	GGPS1	-1.61e-01	 7.73e-01	protein_coding
ENSG00000065548	ZC3H15	-9.55e-02	 8.75e-01	protein_coding
ENSG00000196458	ZNF605	 5.86e-02	 9.30e-01	protein_coding
ENSG00000108423	TUBD1	-4.15e-01	 3.44e-01	protein_coding
ENSG00000162755	KLHDC9	 2.69e-01	 5.75e-01	protein_coding
ENSG00000172954	LCLAT1	-1.01e-01	 8.27e-01	protein_coding
ENSG00000272667	AC012306.2	 6.37e-02	 9.22e-01	lncRNA
ENSG00000175084	DES	-1.56e-01	 7.86e-01	protein_coding
ENSG00000131791	PRKAB2	-1.24e-01	 8.36e-01	protein_coding
ENSG00000196155	PLEKHG4	 9.48e-03	 9.86e-01	protein_coding
ENSG00000111647	UHRF1BP1L	-4.46e-01	 2.97e-01	protein_coding
ENSG00000090615	GOLGA3	-1.53e-01	 6.71e-01	protein_coding
ENSG00000225518	LINC01703	-9.74e-02	 8.74e-01	lncRNA
ENSG00000182827	ACBD3	 5.86e-02	 9.26e-01	protein_coding
ENSG00000158793	NIT1	 2.77e-01	 2.15e-01	protein_coding
ENSG00000084072	PPIE	-1.69e-01	 4.72e-01	protein_coding
ENSG00000158796	DEDD	 3.51e-01	 6.16e-02	protein_coding
ENSG00000198860	TSEN15	-1.91e-01	 6.43e-01	protein_coding
ENSG00000284770	TBCE	-1.96e-01	 6.64e-01	protein_coding
ENSG00000116985	BMP8B	 1.90e-01	 6.66e-01	protein_coding
ENSG00000143256	PFDN2	 4.07e-02	 9.14e-01	protein_coding
ENSG00000116667	C1orf21	-2.67e-01	 5.38e-01	protein_coding
ENSG00000139168	ZCRB1	 1.29e-01	 7.87e-01	protein_coding
ENSG00000238105	GOLGA2P5	-1.21e-01	 8.17e-01	transcribed_unprocessed_pseudogene
ENSG00000163006	CCDC138	-2.97e-01	 5.42e-01	protein_coding
ENSG00000182108	DEXI	 2.08e-01	 4.74e-01	protein_coding
ENSG00000075089	ACTR6	-8.27e-02	 8.95e-01	protein_coding
ENSG00000101310	SEC23B	 4.97e-02	 9.10e-01	protein_coding
ENSG00000179583	CIITA	 6.84e-02	 9.17e-01	protein_coding
ENSG00000197245	FAM110D	-6.72e-02	 9.14e-01	protein_coding
ENSG00000173156	RHOD	 2.95e-02	 9.28e-01	protein_coding
ENSG00000131778	CHD1L	-2.24e-01	 3.99e-01	protein_coding
ENSG00000117533	VAMP4	-1.32e-02	 9.83e-01	protein_coding
ENSG00000138448	ITGAV	-3.98e-02	 9.40e-01	protein_coding
ENSG00000138279	ANXA7	 2.70e-01	 2.89e-01	protein_coding
ENSG00000266412	NCOA4	 1.17e-01	 7.79e-01	protein_coding
ENSG00000109089	CDR2L	 2.39e-01	 3.60e-01	protein_coding
ENSG00000155729	KCTD18	 2.64e-02	 9.69e-01	protein_coding
ENSG00000142684	ZNF593	-2.10e-01	 3.16e-01	protein_coding
ENSG00000133773	CCDC59	 1.06e-01	 8.20e-01	protein_coding
ENSG00000010165	EEF1AKNMT	 3.39e-01	 8.95e-02	protein_coding
ENSG00000087884	AAMDC	-7.73e-02	 8.76e-01	protein_coding
ENSG00000183814	LIN9	-1.87e-01	 7.35e-01	protein_coding
ENSG00000167862	MRPL58	 1.04e-01	 7.91e-01	protein_coding
ENSG00000189007	ADAT2	-3.78e-01	 3.96e-01	protein_coding
ENSG00000143222	UFC1	-6.89e-02	 8.30e-01	protein_coding
ENSG00000149262	INTS4	-4.81e-02	 9.01e-01	protein_coding
ENSG00000136021	SCYL2	-3.21e-01	 4.88e-01	protein_coding
ENSG00000253552	HOXA-AS2	-6.88e-02	 9.13e-01	lncRNA
ENSG00000106004	HOXA5	-1.64e-01	 7.57e-01	protein_coding
ENSG00000105997	HOXA3	-1.06e-01	 8.62e-01	protein_coding
ENSG00000003436	TFPI	 4.47e-02	 9.44e-01	protein_coding
ENSG00000077044	DGKD	-1.28e-01	 6.26e-01	protein_coding
ENSG00000122592	HOXA7	 2.67e-01	 4.42e-01	protein_coding
ENSG00000023228	NDUFS1	-1.65e-01	 6.18e-01	protein_coding
ENSG00000134283	PPHLN1	-2.95e-01	 3.22e-01	protein_coding
ENSG00000160785	SLC25A44	 4.09e-01	 3.02e-02	protein_coding
ENSG00000143258	USP21	 5.72e-03	 9.86e-01	protein_coding
ENSG00000132793	LPIN3	-3.78e-02	 9.31e-01	protein_coding
ENSG00000143799	PARP1	 4.08e-01	 9.11e-04	protein_coding
ENSG00000116406	EDEM3	-2.53e-01	 6.03e-01	protein_coding
ENSG00000135842	FAM129A	 1.45e-01	 7.30e-01	protein_coding
ENSG00000179104	TMTC2	-1.07e-01	 8.39e-01	protein_coding
ENSG00000160781	PAQR6	-1.34e-01	 8.19e-01	protein_coding
ENSG00000135845	PIGC	 7.08e-02	 8.69e-01	protein_coding
ENSG00000121481	RNF2	-2.86e-01	 5.35e-01	protein_coding
ENSG00000136715	SAP130	 5.09e-01	 6.95e-03	protein_coding
ENSG00000072133	RPS6KA6	-1.08e+00	 9.49e-04	protein_coding
ENSG00000185591	SP1	 7.88e-02	 7.72e-01	protein_coding
ENSG00000072041	SLC6A15	 3.50e-01	 4.48e-01	protein_coding
ENSG00000260238	PMF1-BGLAP	 1.34e-01	 7.96e-01	protein_coding
ENSG00000160783	PMF1	 1.49e-01	 5.48e-01	protein_coding
ENSG00000103021	CCDC113	 7.46e-02	 9.03e-01	protein_coding
ENSG00000197959	DNM3	-1.54e-03	 9.98e-01	protein_coding
ENSG00000158850	B4GALT3	 7.00e-02	 8.48e-01	protein_coding
ENSG00000167863	ATP5PD	-1.71e-01	 4.92e-01	protein_coding
ENSG00000180901	KCTD2	-3.08e-02	 9.48e-01	protein_coding
ENSG00000152256	PDK1	-7.46e-01	 3.11e-03	protein_coding
ENSG00000143224	PPOX	 3.15e-01	 2.09e-01	protein_coding
ENSG00000082153	BZW1	-3.30e-01	 3.06e-01	protein_coding
ENSG00000091409	ITGA6	 3.06e-01	 5.21e-01	protein_coding
ENSG00000168758	SEMA4C	-9.41e-02	 8.05e-01	protein_coding
ENSG00000173120	KDM2A	 1.51e-01	 6.47e-01	protein_coding
ENSG00000117335	CD46	-3.85e-01	 1.77e-01	protein_coding
ENSG00000185946	RNPC3	-3.62e-01	 3.61e-01	protein_coding
ENSG00000232388	SMIM26	-3.32e-01	 2.51e-01	protein_coding
ENSG00000125821	DTD1	 2.69e-01	 3.65e-01	protein_coding
ENSG00000144366	GULP1	 5.28e-02	 9.36e-01	protein_coding
ENSG00000181938	GINS3	 1.35e-01	 6.86e-01	protein_coding
ENSG00000276131	AC009118.2	-1.45e-01	 7.97e-01	lncRNA
ENSG00000022267	FHL1	 1.04e-01	 7.90e-01	protein_coding
ENSG00000151148	UBE3B	 1.38e-01	 6.02e-01	protein_coding
ENSG00000166348	USP54	-5.44e-01	 1.03e-02	protein_coding
ENSG00000158864	NDUFS2	 2.59e-01	 1.00e-01	protein_coding
ENSG00000114942	EEF1B2	-6.39e-01	 2.24e-05	protein_coding
ENSG00000107758	PPP3CB	-1.78e-01	 6.84e-01	protein_coding
ENSG00000158859	ADAMTS4	-3.73e-01	 4.08e-01	protein_coding
ENSG00000198774	RASSF9	 1.84e-01	 7.42e-01	protein_coding
ENSG00000121486	TRMT1L	-2.93e-01	 5.34e-01	protein_coding
ENSG00000204186	ZDBF2	-7.36e-01	 3.73e-02	protein_coding
ENSG00000139354	GAS2L3	-1.94e-01	 7.26e-01	protein_coding
ENSG00000127328	RAB3IP	-3.62e-01	 3.44e-01	protein_coding
ENSG00000170190	SLC16A5	-2.34e-01	 6.51e-01	protein_coding
ENSG00000214725	CDIPTOSP	-9.28e-02	 8.81e-01	transcribed_unitary_pseudogene
ENSG00000144591	GMPPA	 2.56e-01	 1.91e-01	protein_coding
ENSG00000168243	GNG4	 2.05e-01	 6.35e-01	protein_coding
ENSG00000072195	SPEG	-1.24e-01	 8.25e-01	protein_coding
ENSG00000239521	CASTOR3	 3.75e-01	 1.26e-01	transcribed_unprocessed_pseudogene
ENSG00000205352	PRR13	 8.17e-02	 7.45e-01	protein_coding
ENSG00000143971	ETAA1	-4.21e-01	 3.09e-01	protein_coding
ENSG00000094975	SUCO	-8.22e-01	 2.04e-02	protein_coding
ENSG00000168542	COL3A1	-6.11e-02	 9.24e-01	protein_coding
ENSG00000139625	MAP3K12	-2.11e-02	 9.67e-01	protein_coding
ENSG00000203709	MIR29B2CHG	-2.71e-01	 4.19e-01	lncRNA
ENSG00000116133	DHCR24	 3.25e-01	 4.42e-02	protein_coding
ENSG00000111596	CNOT2	-2.94e-01	 3.26e-01	protein_coding
ENSG00000151572	ANO4	-2.77e-01	 5.75e-01	protein_coding
ENSG00000139428	MMAB	-3.23e-02	 9.21e-01	protein_coding
ENSG00000174059	CD34	 3.88e-01	 3.46e-01	protein_coding
ENSG00000110921	MVK	 1.06e-01	 7.07e-01	protein_coding
ENSG00000076356	PLXNA2	 1.30e-01	 7.57e-01	protein_coding
ENSG00000197111	PCBP2	 1.78e-01	 3.09e-01	protein_coding
ENSG00000066923	STAG3	-3.86e-01	 3.35e-01	protein_coding
ENSG00000203739	AL645568.1	-1.25e-04	 1.00e+00	lncRNA
ENSG00000116679	IVNS1ABP	-5.14e-01	 3.77e-02	protein_coding
ENSG00000257815	AC025159.1	-2.37e-02	 9.72e-01	lncRNA
ENSG00000117592	PRDX6	 2.40e-01	 1.21e-01	protein_coding
ENSG00000282977	PCBP2-OT1	-3.89e-01	 3.40e-01	lncRNA
ENSG00000198952	SMG5	 2.54e-01	 1.44e-01	protein_coding
ENSG00000136731	UGGT1	-4.82e-02	 9.12e-01	protein_coding
ENSG00000120800	UTP20	-5.57e-02	 9.19e-01	protein_coding
ENSG00000162804	SNED1	-1.29e-01	 8.07e-01	protein_coding
ENSG00000163472	TMEM79	 5.86e-02	 8.91e-01	protein_coding
ENSG00000198715	GLMP	 8.53e-02	 7.11e-01	protein_coding
ENSG00000118246	FASTKD2	-2.90e-01	 5.54e-01	protein_coding
ENSG00000122085	MTERF4	 1.87e-01	 6.27e-01	protein_coding
ENSG00000155008	APOOL	-6.07e-02	 9.27e-01	protein_coding
ENSG00000133641	C12orf29	-2.91e-01	 5.51e-01	protein_coding
ENSG00000130779	CLIP1	-6.21e-01	 1.01e-02	protein_coding
ENSG00000091428	RAPGEF4	 2.00e-01	 6.97e-01	protein_coding
ENSG00000186487	MYT1L	-2.86e-01	 5.61e-01	protein_coding
ENSG00000139438	FAM222A	 4.00e-01	 1.85e-01	protein_coding
ENSG00000255650	FAM222A-AS1	-8.12e-02	 8.98e-01	lncRNA
